,Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
216,pan,cat,0.12,26,28,0.0001265502404454,10000,7902,1.2655024044545684,0.9176,0.3304,0.3537,0.5307,0.4368,0.3924171602538874
217,pan,ceb,0.05,44,10,0.0,10000,7902,1.2655024044545684,1.0,0.5541,0.551,0.1368,0.5182,0.24626245326044247
218,pan,ckb,0.16,14,40,0.0,6279,7902,0.7946089597570235,0.8003,0.599,0.7803,0.9005,1.3631,0.17074434614920656
219,pan,deu,0.14,19,35,0.0,10000,7902,1.2655024044545684,0.8934,0.5241,0.5914,0.6271,0.4998,0.3255838696085463
220,pan,fas,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.8003,0.2999,0.3506,0.6271,0.522,0.13786840812026724
221,pan,fra,0.09,36,18,0.0,10000,7902,1.2655024044545684,0.9248,0.345,0.3731,0.6486,0.4413,0.3650206218845591
222,pan,hau,0.18,8,46,0.0001265502404454,1071,7902,0.1355353075170842,1.0,0.4852,0.5407,0.7285,0.5362,0.3840639816990323
223,pan,hin,0.49,1,53,0.0,10000,7902,1.2655024044545684,0.6936,0.2571,0.2976,0.6486,0.3134,0.015587401587533373
224,pan,hun,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.2907,0.3385,0.6012,0.4542,0.28807105874184835
225,pan,ilo,0.07,41,13,0.0001265502404454,3549,7902,0.4491268033409263,1.0,0.5293,0.5197,0.1368,0.4753,0.2392012039380396
226,pan,ind,0.2,7,47,0.0,10000,7902,1.2655024044545684,1.0,0.4679,0.4911,0.6148,0.4496,0.25733950551011026
227,pan,ita,0.15,16,38,0.0,10000,7902,1.2655024044545684,0.9131,0.2649,0.3096,0.1368,0.4944,0.3268175608936468
228,pan,jav,0.12,26,28,0.0001265502404454,9243,7902,1.1697038724373576,1.0,0.5592,0.5473,0.3797,0.375,0.258023893494687
229,pan,kaz,0.11,31,23,0.0,10000,7902,1.2655024044545684,1.0,0.6274,0.7944,0.8212,1.3631,0.1533011976750199
230,pan,kin,0.03,49,5,0.0001265502404454,864,7902,0.1093394077448747,1.0,0.6179,0.6433,0.3027,0.5062,0.3101162630369619
231,pan,kir,0.17,10,44,0.0,10000,7902,1.2655024044545684,1.0,0.5719,0.6209,0.6007,0.5065,0.11617510504448832
232,pan,kur,0.15,16,38,0.0001265502404454,4006,7902,0.5069602632245002,0.7837,0.5406,0.6022,0.5745,0.5215,0.21627743267607044
233,pan,lao,0.01,53,1,0.0001265502404454,521,7902,0.065932675272083,1.0,0.4454,0.4724,0.1368,0.4923,0.13173893201236844
234,pan,mar,0.35,3,51,0.0,10000,7902,1.2655024044545684,0.6667,0.2747,0.2849,0.195,0.338,0.016592494138414182
235,pan,mlt,0.08,37,17,0.0001265502404454,1390,7902,0.175904834219185,1.0,0.4636,0.4513,0.2388,0.5397,0.3173809446612966
236,pan,mya,0.03,49,5,0.0,3282,7902,0.4153378891419894,1.0,0.342,0.3738,0.7012,0.423,0.10128700425165194
237,pan,msa,0.18,8,46,0.0,10000,7902,1.2655024044545684,1.0,0.4375,0.4319,0.1368,0.4849,0.21692926629433507
238,pan,nld,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.9131,0.313,0.3275,0.1864,0.4663,0.34261607194679256
239,pan,nya,0.04,47,7,0.0001265502404454,237,7902,0.0299924069855732,1.0,0.564,0.7684,0.9005,1.3631,0.3345054252393387
240,pan,orm,0.08,37,17,0.0,265,7902,0.033535813718046,1.0,0.5427,0.6055,0.7285,0.4507,0.23774810865831714
241,pan,pol,0.12,26,28,0.0,10000,7902,1.2655024044545684,0.8831,0.2651,0.3226,0.5032,0.5155,0.29304344845717323
242,pan,por,0.07,41,13,0.0,10000,7902,1.2655024044545684,0.9214,0.2388,0.285,0.0,0.4424,0.6953242543936554
243,pan,ron,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.9078,0.5158,0.5823,0.4565,0.5062,0.2696367322060878
244,pan,rus,0.05,44,10,0.0,10000,7902,1.2655024044545684,0.8691,0.296,0.3535,0.614,0.556,0.224220311704071
245,pan,sna,0.14,19,35,0.0001265502404454,592,7902,0.0749177423437104,1.0,0.3946,0.4085,0.2334,0.494,0.36466884880397427
246,pan,som,0.04,47,7,0.0001265502404454,1246,7902,0.1576815995950392,1.0,0.4536,0.4751,0.6746,0.4477,0.224558740540193
247,pan,spa,0.15,16,38,0.0,10000,7902,1.2655024044545684,0.9248,0.5454,0.6154,0.7691,0.5302,0.6849914419143531
248,pan,swa,0.08,37,17,0.0,10000,7902,1.2655024044545684,1.0,0.3585,0.3987,0.6421,0.4788,0.29082395263047167
249,pan,swe,0.1,32,22,0.0,10000,7902,1.2655024044545684,0.8934,0.3449,0.3691,0.1927,0.4998,0.31276752313520667
250,pan,tam,0.21,6,48,0.0,10000,7902,1.2655024044545684,1.0,0.2827,0.2929,0.1337,0.3954,0.020055394018583795
251,pan,tel,0.46,2,52,0.0,5991,7902,0.758162490508732,1.0,0.3789,0.409,0.5307,0.2584,0.015340970430490986
252,pan,tgk,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.8245,0.5441,0.7591,0.9005,1.3631,0.10940130585954097
253,pan,tgl,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.473,0.494,0.67,0.4561,0.24836978704388987
254,pan,tha,0.07,41,13,0.0001265502404454,10000,7902,1.2655024044545684,1.0,0.4919,0.5099,0.7196,0.4172,0.13159149803183232
255,pan,tir,0.02,52,2,0.0,81,7902,0.010250569476082,1.0,0.5795,0.62,0.2661,0.5558,0.2301931828584084
256,pan,tuk,0.17,10,44,0.0,1152,7902,0.1457858769931662,1.0,0.429,0.6411,0.8212,1.3631,0.13434462238637834
257,pan,tur,0.13,21,33,0.0,10000,7902,1.2655024044545684,1.0,0.3058,0.3522,0.6572,0.5235,0.23050783111337184
258,pan,ukr,0.17,10,44,0.0,10000,7902,1.2655024044545684,0.8831,0.325,0.3489,0.1368,0.4771,0.2537229567930547
259,pan,uig,0.12,26,28,0.0,1167,7902,0.1476841305998481,1.0,0.5413,0.7594,1.0,1.3631,0.1465556015384158
260,pan,uzb,0.17,10,44,0.0,10000,7902,1.2655024044545684,1.0,0.5305,0.5905,0.3027,0.549,0.1353251788171431
261,pan,vie,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.4607,0.4878,0.7366,0.4505,0.14242265286810715
262,pan,xho,0.03,49,5,0.0001265502404454,218,7902,0.0275879524171095,1.0,0.4399,0.4401,0.1864,0.478,0.4181114319459311
263,pan,yor,0.08,37,17,0.0001265502404454,7227,7902,0.9145785876993168,1.0,0.537,0.6036,0.7283,0.4604,0.388779984835896
264,pan,zul,0.12,26,28,0.0,462,7902,0.058466211085801,1.0,0.5011,0.5617,0.7509,0.5088,0.41780051014680003
265,tel,amh,0.22,6,48,0.00016691704223,2028,5991,0.3385077616424637,1.0,0.4509,0.4898,0.4813,0.4974,0.22846467052744335
266,tel,ara,0.06,45,9,0.0,10000,5991,1.669170422300117,1.0,0.4192,0.6861,1.1421,1.3756,0.18233303023977135
267,tel,aze,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.408,0.4481,0.6044,0.5466,0.18217567530104875
268,tel,ben,0.3,5,49,0.0,10000,5991,1.669170422300117,1.0,0.4813,0.4864,0.2532,0.3071,0.03343501807527084
269,tel,cat,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.4091,0.4443,0.0,0.4366,0.39913315442179254
270,tel,ceb,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.4877,0.5109,0.5619,0.5313,0.2374617692226819
271,tel,ckb,0.18,9,45,0.00016691704223,6279,5991,1.0480721081622433,1.0,0.5016,0.7073,1.1421,1.3756,0.16346383251300478
272,tel,deu,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.4844,0.5105,0.4093,0.5137,0.3375097275896285
273,tel,fas,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.4044,0.4502,0.4093,0.5197,0.1423375569205684
274,tel,fra,0.09,39,15,0.0,10000,5991,1.669170422300117,1.0,0.4399,0.4696,0.4511,0.4579,0.37990798022448996
275,tel,hau,0.16,15,39,0.0,1071,5991,0.1787681522283425,1.0,0.4784,0.5122,0.384,0.5345,0.3819543314233864
276,tel,hin,0.47,1,53,0.0,10000,5991,1.669170422300117,1.0,0.3902,0.4028,0.4511,0.3019,0.0008311847735826589
277,tel,hun,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.3911,0.4297,0.3546,0.4536,0.29618738024418745
278,tel,ilo,0.13,29,25,0.00016691704223,3549,5991,0.5923885828743115,1.0,0.4729,0.5029,0.5619,0.4736,0.24049445564391841
279,tel,ind,0.19,7,47,0.0,10000,5991,1.669170422300117,1.0,0.4683,0.4852,0.384,0.4658,0.2470471633805905
280,tel,ita,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.3835,0.4474,0.5619,0.492,0.3402463526153567
281,tel,jav,0.18,9,45,0.00016691704223,9243,5991,1.542814221331998,1.0,0.4871,0.4949,0.4458,0.4125,0.24756658792997033
282,tel,kaz,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.5227,0.708,1.0574,1.3756,0.1505032104253574
283,tel,kin,0.05,47,7,0.0,864,5991,0.1442163244867301,1.0,0.5038,0.528,0.6244,0.4883,0.30315205378133975
284,tel,kir,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.4754,0.5043,0.3714,0.5201,0.11178015163283592
285,tel,kur,0.17,12,42,0.0,4006,5991,0.6686696711734268,1.0,0.486,0.5134,0.3312,0.5486,0.21831297865386146
286,tel,lao,0.01,52,2,0.0,521,5991,0.086963779001836,1.0,0.4343,0.4707,0.5619,0.5065,0.14481480552523804
287,tel,mar,0.36,3,51,0.0,10000,5991,1.669170422300117,1.0,0.3421,0.3851,0.5931,0.3411,0.0013257548299149054
288,tel,mlt,0.08,40,14,0.0,1390,5991,0.2320146886997162,1.0,0.4376,0.4947,0.6044,0.5358,0.3271953820753278
289,tel,mya,0.01,52,2,0.0,3282,5991,0.5478217325988983,1.0,0.4147,0.4347,0.4093,0.4239,0.08888540072185173
290,tel,msa,0.19,7,47,0.0,10000,5991,1.669170422300117,1.0,0.404,0.4575,0.5619,0.4994,0.20677596335754192
291,tel,nld,0.11,35,19,0.0,10000,5991,1.669170422300117,1.0,0.3933,0.4436,0.5549,0.4962,0.35393935207408617
292,tel,nya,0.03,49,5,0.0,237,5991,0.0395593390085127,1.0,0.511,0.7103,1.1421,1.3756,0.3266915389393839
293,tel,orm,0.08,40,14,0.0,265,5991,0.044233016190953,1.0,0.4746,0.5025,0.384,0.4842,0.22859947927415117
294,tel,pan,0.44,2,52,0.0,7902,5991,1.3189784677015524,1.0,0.3789,0.409,0.5307,0.2584,0.015340970430491003
295,tel,pol,0.13,29,25,0.0,10000,5991,1.669170422300117,1.0,0.3799,0.4533,0.1515,0.5132,0.30562080541566855
296,tel,por,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.381,0.4408,0.5307,0.4589,0.7046158862756455
297,tel,ron,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.4719,0.5008,0.4093,0.4883,0.27454503048111234
298,tel,rus,0.04,48,6,0.0,10000,5991,1.669170422300117,1.0,0.3929,0.4579,0.362,0.5519,0.22683494157437736
299,tel,sna,0.15,21,33,0.0,592,5991,0.0988148890001669,1.0,0.3914,0.4706,0.5849,0.5081,0.35631163958924855
300,tel,som,0.06,45,9,0.0,1246,5991,0.2079786346185945,1.0,0.4573,0.4649,0.3714,0.4489,0.2215922186676742
301,tel,spa,0.18,9,45,0.0,10000,5991,1.669170422300117,1.0,0.5275,0.5463,0.5303,0.5428,0.6999551190942007
302,tel,swa,0.12,32,22,0.00016691704223,10000,5991,1.669170422300117,1.0,0.4256,0.4729,0.4813,0.5081,0.28277503674230925
303,tel,swe,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.4278,0.4606,0.5739,0.4696,0.31660770155017026
304,tel,tam,0.33,4,50,0.00016691704223,10000,5991,1.669170422300117,0.8831,0.2772,0.3451,0.5433,0.4145,0.011831763967771273
305,tel,tgk,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.4761,0.6943,1.1421,1.3756,0.1046131861241663
306,tel,tgl,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.4527,0.4811,0.3945,0.4552,0.26310623793318166
307,tel,tha,0.07,44,10,0.0,10000,5991,1.669170422300117,1.0,0.4916,0.4971,0.422,0.4178,0.12050529408892972
308,tel,tir,0.02,51,3,0.0,81,5991,0.0135202804206309,1.0,0.493,0.5254,0.595,0.5538,0.22387245701648226
309,tel,tuk,0.16,15,39,0.00016691704223,1152,5991,0.1922884326489734,1.0,0.3987,0.6539,1.0574,1.3756,0.12855347340380177
310,tel,tur,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.4089,0.4372,0.362,0.5224,0.23272490097555923
311,tel,ukr,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.3802,0.4393,0.5619,0.492,0.25609149188539937
312,tel,uig,0.15,21,33,0.0,1167,5991,0.1947921882824236,1.0,0.4512,0.6788,1.1219,1.3756,0.13967355863812286
313,tel,uzb,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.4327,0.4889,0.6244,0.5466,0.12978989617767847
314,tel,vie,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.4807,0.4881,0.4667,0.4948,0.15429362285069603
315,tel,xho,0.03,49,5,0.0,218,5991,0.0363879152061425,1.0,0.4204,0.48,0.5549,0.5081,0.41029065518657915
316,tel,yor,0.11,35,19,0.00016691704223,7227,5991,1.2063094641962944,1.0,0.4898,0.5145,0.5303,0.4581,0.38641890528803774
317,tel,zul,0.13,29,25,0.0,462,5991,0.0771156735102654,1.0,0.4689,0.4925,0.3951,0.5065,0.40999353252909687
318,tir,amh,0.63,1,53,0.382716049382716,2028,81,25.03703703703704,0.5273,0.4596,0.498,0.8019,0.3763,0.018105486810314157
319,tir,ara,0.24,37,17,0.0,10000,81,123.45679012345678,0.631,0.5334,0.7328,0.9525,1.3062,0.12280224451043449
320,tir,aze,0.37,10,44,0.0123456790123456,10000,81,123.45679012345678,1.0,0.5103,0.5614,0.3002,0.5006,0.17445970040480213
321,tir,ben,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.2845,0.3034,0.5956,0.5592,0.25594572745570254
322,tir,cat,0.23,39,15,0.0,10000,81,123.45679012345678,1.0,0.5928,0.6228,0.595,0.4643,0.26810642676736
323,tir,ceb,0.28,29,25,0.0123456790123456,10000,81,123.45679012345678,1.0,0.3577,0.3982,0.3002,0.4885,0.45399505186833106
324,tir,ckb,0.33,14,40,0.0,6279,81,77.51851851851852,1.0,0.2936,0.5196,0.9525,1.3062,0.12929334423269023
325,tir,deu,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.3193,0.3169,0.645,0.4751,0.26464969407049965
326,tir,fas,0.24,37,17,0.0,10000,81,123.45679012345678,1.0,0.5727,0.6076,0.5698,0.429,0.14340156144102034
327,tir,fra,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.5738,0.6174,0.6651,0.4761,0.2536796868694471
328,tir,hau,0.29,26,28,0.0,1071,81,13.22222222222222,0.8718,0.4802,0.4974,0.7408,0.4847,0.16981621138933434
329,tir,hin,0.42,3,51,0.0,10000,81,123.45679012345678,1.0,0.5867,0.6152,0.631,0.5082,0.22379904765271946
330,tir,hun,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.5841,0.6173,0.6206,0.4254,0.21935310417634
331,tir,ilo,0.31,19,35,0.0,3549,81,43.81481481481482,1.0,0.4124,0.463,0.3002,0.5097,0.45340435074079116
332,tir,ind,0.36,12,42,0.0,10000,81,123.45679012345678,1.0,0.4724,0.4865,0.6703,0.4443,0.43828839142239273
333,tir,ita,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.5854,0.611,0.2301,0.4354,0.2332336807338493
334,tir,jav,0.28,29,25,0.0,9243,81,114.11111111111111,1.0,0.3687,0.4054,0.4672,0.4978,0.4388817846539565
335,tir,kaz,0.22,40,14,0.0,10000,81,123.45679012345678,1.0,0.2678,0.4999,0.9275,1.3062,0.25069847893337066
336,tir,kin,0.29,26,28,0.0,864,81,10.666666666666666,1.0,0.2955,0.2789,0.3517,0.429,0.09347810854369439
337,tir,kir,0.31,19,35,0.0,10000,81,123.45679012345678,1.0,0.2726,0.2892,0.5833,0.5354,0.24010675993482986
338,tir,kur,0.38,7,47,0.0,4006,81,49.45679012345679,1.0,0.2873,0.2775,0.5199,0.389,0.1474042583715545
339,tir,lao,0.02,53,1,0.0123456790123456,521,81,6.432098765432099,1.0,0.415,0.4209,0.3002,0.4723,0.35552882003632924
340,tir,mar,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.5521,0.5815,0.2677,0.508,0.22400717030911188
341,tir,mlt,0.16,45,9,0.0,1390,81,17.160493827160494,0.6614,0.5149,0.5626,0.2301,0.382,0.21458553550340953
342,tir,mya,0.07,52,2,0.0123456790123456,3282,81,40.51851851851852,1.0,0.5634,0.6027,0.7485,0.4971,0.3100256996565138
343,tir,msa,0.32,18,36,0.0,10000,81,123.45679012345678,1.0,0.4886,0.5251,0.3002,0.4443,0.4017049180452686
344,tir,nld,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.5625,0.5857,0.2617,0.4528,0.2747404462635537
345,tir,nya,0.1,49,5,0.0,237,81,2.925925925925926,1.0,0.3691,0.5485,0.9525,1.3062,0.14674278444127845
346,tir,orm,0.43,2,52,0.0,265,81,3.271604938271605,0.9097,0.284,0.2889,0.7408,0.4039,0.018813616484644323
347,tir,pan,0.37,10,44,0.0,7902,81,97.55555555555556,1.0,0.5795,0.62,0.2661,0.5558,0.2301931828584084
348,tir,pol,0.27,32,22,0.0,10000,81,123.45679012345678,1.0,0.6099,0.6609,0.5698,0.4799,0.24865870536751536
349,tir,por,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.588,0.613,0.2661,0.4485,0.49406913528261637
350,tir,ron,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.2992,0.2786,0.4407,0.3633,0.20419645066205264
351,tir,rus,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.5827,0.6453,0.6326,0.5108,0.3175004146874007
352,tir,sna,0.33,14,40,0.0123456790123456,592,81,7.308641975308642,1.0,0.5352,0.5812,0.3517,0.5029,0.1783978355967677
353,tir,som,0.16,45,9,0.0,1246,81,15.382716049382717,0.8989,0.4722,0.5071,0.5833,0.4818,0.04141288330156043
354,tir,spa,0.28,29,25,0.0,10000,81,123.45679012345678,1.0,0.372,0.3614,0.7794,0.5183,0.5818877385986644
355,tir,swa,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.5532,0.5991,0.6962,0.4861,0.08399793885611997
356,tir,swe,0.13,47,7,0.0,10000,81,123.45679012345678,1.0,0.5567,0.5852,0.3277,0.5858,0.29608310803904275
357,tir,tam,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.5203,0.5609,0.296,0.5193,0.2259829285778177
358,tir,tel,0.31,19,35,0.0,5991,81,73.96296296296296,1.0,0.493,0.5254,0.595,0.5538,0.22387245701648217
359,tir,tgk,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.2613,0.5061,0.9525,1.3062,0.21658068356528914
360,tir,tgl,0.38,7,47,0.0123456790123456,10000,81,123.45679012345678,1.0,0.4771,0.5144,0.7229,0.4871,0.4500239495819877
361,tir,tha,0.1,49,5,0.0,10000,81,123.45679012345678,1.0,0.4832,0.4917,0.7675,0.4782,0.3339723447583601
362,tir,tuk,0.34,13,41,0.0,1152,81,14.22222222222222,1.0,0.4927,0.7129,0.9275,1.3062,0.17151049770014712
363,tir,tur,0.38,7,47,0.0,10000,81,123.45679012345678,1.0,0.5536,0.6063,0.6733,0.5029,0.15845606535668283
364,tir,ukr,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.5336,0.5642,0.2301,0.4561,0.21722878759094585
365,tir,uig,0.3,22,32,0.0,1167,81,14.407407407407408,1.0,0.2451,0.5044,1.1024,1.3062,0.3457739520198038
366,tir,uzb,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.3018,0.29,0.296,0.5006,0.2067670196874521
367,tir,vie,0.11,48,6,0.0,10000,81,123.45679012345678,1.0,0.4874,0.504,0.7485,0.4657,0.36541570860619127
368,tir,xho,0.09,51,3,0.0,218,81,2.691358024691358,1.0,0.4257,0.4897,0.3217,0.4335,0.23918241641960863
369,tir,yor,0.29,26,28,0.0,7227,81,89.22222222222223,1.0,0.3245,0.3203,0.7406,0.4593,0.17264273121538992
370,tir,zul,0.3,22,32,0.0,462,81,5.703703703703703,1.0,0.4016,0.423,0.762,0.4913,0.23897258213229755
371,ukr,amh,0.18,28,26,0.0,2028,10000,0.2028,1.0,0.4112,0.4547,0.7877,0.3995,0.23178525398824373
372,ukr,ara,0.1,43,11,0.0,10000,10000,1.0,1.0,0.3324,0.5578,0.8723,1.2579,0.11143114334982278
373,ukr,aze,0.35,2,52,0.0015,10000,10000,1.0,1.0,0.4465,0.4288,0.1973,0.469,0.08112926004964045
374,ukr,ben,0.26,17,37,0.0,10000,10000,1.0,0.8919,0.5031,0.5582,0.6018,0.4985,0.27496054724170316
375,ukr,cat,0.24,22,32,0.0005,10000,10000,1.0,0.9097,0.3418,0.359,0.5619,0.3791,0.15933379550674898
376,ukr,ceb,0.1,43,11,0.0,10000,10000,1.0,1.0,0.4921,0.4882,0.1973,0.4372,0.4524395800806312
377,ukr,ckb,0.25,19,35,0.0,6279,10000,0.6279,0.8919,0.5683,0.7226,0.8723,1.2579,0.12260452914631634
378,ukr,deu,0.25,19,35,0.0002,10000,10000,1.0,0.8831,0.4703,0.5362,0.6561,0.4361,0.08508291283015712
379,ukr,fas,0.2,26,28,0.0,10000,10000,1.0,0.8919,0.3672,0.3914,0.6172,0.3846,0.1338662317508937
380,ukr,fra,0.24,22,32,0.0003,10000,10000,1.0,0.9176,0.3631,0.3876,0.6755,0.4362,0.17092958943632985
381,ukr,hau,0.17,32,22,0.0,1071,10000,0.1071,1.0,0.4361,0.4831,0.7217,0.4695,0.24488212856245964
382,ukr,hin,0.29,7,47,0.0,10000,10000,1.0,0.8919,0.3349,0.389,0.6755,0.5025,0.25585356578576274
383,ukr,hun,0.24,22,32,0.0007,10000,10000,1.0,1.0,0.3289,0.3692,0.5903,0.3791,0.05058031818710463
384,ukr,ilo,0.12,38,16,0.0,3549,10000,0.3549,1.0,0.4883,0.4709,0.1973,0.3897,0.447902721829794
385,ukr,ind,0.28,10,44,0.0008,10000,10000,1.0,1.0,0.4353,0.4569,0.6449,0.3794,0.49109151910007215
386,ukr,ita,0.24,22,32,0.0003,10000,10000,1.0,0.9047,0.275,0.2914,0.0,0.3684,0.10225119954712181
387,ukr,jav,0.16,35,19,0.0013,9243,10000,0.9243,1.0,0.5286,0.5229,0.4161,0.4225,0.49176061875561183
388,ukr,kaz,0.34,3,51,0.0143,10000,10000,1.0,1.0,0.5752,0.7218,0.8437,1.2579,0.1442920822758607
389,ukr,kin,0.05,49,5,0.0,864,10000,0.0864,1.0,0.5427,0.572,0.3352,0.4319,0.29090658176223005
390,ukr,kir,0.32,5,49,0.0063,10000,10000,1.0,1.0,0.5168,0.569,0.6287,0.5083,0.16880495888434724
391,ukr,kur,0.18,28,26,0.0004,4006,10000,0.4006,0.8831,0.4767,0.5377,0.6018,0.4279,0.0789696851381894
392,ukr,lao,0.03,53,1,0.0,521,10000,0.0521,1.0,0.4093,0.4295,0.1973,0.4376,0.3557946172993574
393,ukr,mar,0.29,7,47,0.0,10000,10000,1.0,0.8831,0.3492,0.3729,0.14,0.4954,0.2569591560357067
394,ukr,mlt,0.1,43,11,0.0001,1390,10000,0.139,1.0,0.3991,0.372,0.1973,0.3882,0.13608390445668872
395,ukr,mya,0.04,51,3,0.0001,3282,10000,0.3282,1.0,0.3909,0.4108,0.73,0.4427,0.32199636381783375
396,ukr,msa,0.28,10,44,0.0005,10000,10000,1.0,1.0,0.3942,0.4064,0.1973,0.4047,0.45153486071537774
397,ukr,nld,0.28,10,44,0.0003,10000,10000,1.0,0.9047,0.311,0.3398,0.2301,0.4295,0.10292524521442385
398,ukr,nya,0.06,48,6,0.0,237,10000,0.0237,1.0,0.4891,0.6822,0.8723,1.2579,0.3557070290751114
399,ukr,orm,0.09,46,8,0.0,265,10000,0.0265,1.0,0.4974,0.5525,0.7217,0.3567,0.23602002286083387
400,ukr,pan,0.27,15,39,0.0,7902,10000,0.7902,0.8831,0.325,0.3489,0.1368,0.4771,0.2537229567930544
401,ukr,pol,0.33,4,50,0.0003,10000,10000,1.0,0.5903,0.2907,0.3508,0.5337,0.4233,0.05354984306069329
402,ukr,por,0.17,32,22,0.0005,10000,10000,1.0,0.9139,0.2834,0.2983,0.1368,0.3826,0.4996879915390796
403,ukr,ron,0.28,10,44,0.0005,10000,10000,1.0,0.8989,0.4499,0.5096,0.439,0.3314,0.034446655440224544
404,ukr,rus,0.42,1,53,0.0047,10000,10000,1.0,0.2952,0.282,0.3309,0.6036,0.3605,0.15518008568254565
405,ukr,sna,0.12,38,16,0.0,592,10000,0.0592,1.0,0.3593,0.3857,0.2721,0.4496,0.38453994148204906
406,ukr,som,0.09,46,8,0.0003,1246,10000,0.1246,1.0,0.4074,0.4462,0.6662,0.4985,0.24696357250505635
407,ukr,spa,0.25,19,35,0.0006,10000,10000,1.0,0.9176,0.4858,0.5552,0.7634,0.4933,0.4802734142245615
408,ukr,swa,0.15,36,18,0.0003,10000,10000,1.0,1.0,0.3909,0.4204,0.6733,0.4076,0.29352868896030987
409,ukr,swe,0.28,10,44,0.0006,10000,10000,1.0,0.8831,0.3689,0.3938,0.2388,0.4944,0.09050148178393815
410,ukr,tam,0.17,32,22,0.0,10000,10000,1.0,1.0,0.35,0.367,0.1906,0.5252,0.2611399806285761
411,ukr,tel,0.26,17,37,0.0,5991,10000,0.5991,1.0,0.3802,0.4393,0.5619,0.492,0.25609149188539915
412,ukr,tgk,0.27,15,39,0.0012,10000,10000,1.0,0.9047,0.4759,0.6765,0.8723,1.2579,0.1610141231767132
413,ukr,tgl,0.18,28,26,0.0007,10000,10000,1.0,1.0,0.4343,0.459,0.7023,0.454,0.4340707336114131
414,ukr,tha,0.11,42,12,0.0001,10000,10000,1.0,1.0,0.4478,0.4701,0.7506,0.4418,0.3600329461027252
415,ukr,tir,0.04,51,3,0.0,81,10000,0.0081,1.0,0.5336,0.5642,0.2301,0.4561,0.21722878759094577
416,ukr,tuk,0.18,28,26,0.0,1152,10000,0.1152,1.0,0.4193,0.6059,0.8437,1.2579,0.1356759914224062
417,ukr,tur,0.3,6,48,0.001,10000,10000,1.0,1.0,0.3691,0.3909,0.6482,0.4496,0.06557519919297487
418,ukr,uig,0.12,38,16,0.0,1167,10000,0.1167,1.0,0.4944,0.6898,1.0273,1.2579,0.28500814346897313
419,ukr,uzb,0.29,7,47,0.0,10000,10000,1.0,1.0,0.4704,0.5322,0.3352,0.528,0.13299237709453834
420,ukr,vie,0.19,27,27,0.0005,10000,10000,1.0,1.0,0.3949,0.4511,0.7655,0.4608,0.3703878234871368
421,ukr,xho,0.05,49,5,0.0002,218,10000,0.0218,1.0,0.4056,0.4059,0.2301,0.3885,0.4415170887722733
422,ukr,yor,0.14,37,17,0.0001,7227,10000,0.7227,1.0,0.4737,0.5375,0.7215,0.3442,0.25329526732795715
