Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
jav,pan,0.67,9,45,0.0001081899816077,7902,9243,0.8549172346640701,1.0,0.662,0.5783,0.409,0.3915,0.1999
jav,pol,0.67,9,45,0.0129827977929243,10000,9243,1.0818998160770312,1.0,0.6077,0.5886,0.3729,0.4931,0.3704
jav,por,0.67,9,45,0.0131991777561397,10000,9243,1.0818998160770312,1.0,0.5427,0.5375,0.409,0.4213,0.4198
jav,ron,0.68,4,50,0.0312669046846262,10000,9243,1.0818998160770312,1.0,0.5636,0.533,0.4601,0.4611,0.3583
jav,rus,0.64,45,9,0.0007573298712539,10000,9243,1.0818998160770312,1.0,0.6614,0.6442,0.4788,0.5242,0.27
jav,sna,0.66,23,31,0.0182841068917018,592,9243,0.0640484691117602,1.0,0.6265,0.595,0.6035,0.501,0.3356
jav,som,0.65,38,16,0.0256410256410256,1246,9243,0.1348047170831981,1.0,0.5849,0.5647,0.5499,0.4438,0.2803
jav,spa,0.68,4,50,0.0110353781239857,10000,9243,1.0818998160770312,1.0,0.5616,0.5671,0.5096,0.5324,0.4149
jav,swa,0.67,9,45,0.1000757329871254,10000,9243,1.0818998160770312,1.0,0.5993,0.5559,0.4878,0.4456,0.3077
jav,swe,0.67,9,45,0.0129827977929243,10000,9243,1.0818998160770312,1.0,0.6121,0.581,0.3729,0.5072,0.3717
jav,tam,0.66,23,31,0.0001081899816077,10000,9243,1.0818998160770312,1.0,0.8104,0.6582,0.4601,0.4456,0.151
jav,tel,0.68,4,50,0.0001081899816077,5991,9243,0.6481661798117494,1.0,0.7639,0.6194,0.427,0.4304,0.1607
jav,tgk,0.66,23,31,0.0006491398896462,10000,9243,1.0818998160770312,1.0,0.6772,0.6316,0.4934,0.5492,0.2397
jav,tgl,0.67,9,45,0.0439251325327274,10000,9243,1.0818998160770312,0.6614,0.5745,0.5137,0.2617,0.4611,0.0825
jav,tha,0.64,45,9,0.0002163799632154,10000,9243,1.0818998160770312,1.0,0.4202,0.4289,0.3729,0.4335,0.0813
jav,tir,0.64,45,9,0.0,81,9243,0.0087633885102239,1.0,0.6827,0.6134,0.5114,0.5235,0.3057
jav,tuk,0.66,23,31,0.0114681380504165,1152,9243,0.124634858812074,1.0,0.7429,0.6364,0.427,0.4628,0.2612
jav,tur,0.67,9,45,0.027696635291572,10000,9243,1.0818998160770312,1.0,0.6793,0.6048,0.427,0.4831,0.3353
jav,ukr,0.66,23,31,0.0014064697609001,10000,9243,1.0818998160770312,1.0,0.6475,0.5981,0.427,0.4456,0.3583
jav,uig,0.66,23,31,0.0015146597425078,1167,9243,0.1262577085361895,1.0,0.8363,0.6877,0.4788,0.5122,0.2277
jav,uzb,0.67,9,45,0.0128746078113166,10000,9243,1.0818998160770312,1.0,0.805,0.6823,0.5574,0.5511,0.2433
jav,vie,0.66,23,31,0.0216379963215406,10000,9243,1.0818998160770312,1.0,0.451,0.4999,0.4646,0.4973,0.088
jav,xho,0.63,51,3,0.0036784593746619,218,9243,0.0235854159904792,1.0,0.6148,0.5818,0.5114,0.4456,0.3429
jav,yor,0.66,23,31,0.0795196364816618,7227,9243,0.7818889970788705,1.0,0.4886,0.4957,0.5587,0.4477,0.4152
jav,zul,0.65,38,16,0.0089797684734393,462,9243,0.0499837715027588,1.0,0.6341,0.6083,0.5933,0.5049,0.332
lao,amh,0.05,12,42,0.0,2028,521,3.892514395393474,1.0,0.7453,0.6667,0.4878,0.445,0.2698
lao,ara,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.6998,0.6591,0.4788,0.419,0.2465
lao,aze,0.04,32,22,0.0057581573896353,10000,521,19.19385796545105,1.0,0.6945,0.664,0.5096,0.5745,0.2411
lao,ben,0.07,2,52,0.0,10000,521,19.19385796545105,1.0,0.639,0.5989,0.3548,0.522,0.072
lao,cat,0.04,32,22,0.0019193857965451,10000,521,19.19385796545105,1.0,0.5998,0.5753,0.3729,0.4237,0.3561
lao,ceb,0.06,5,49,0.0057581573896353,10000,521,19.19385796545105,1.0,0.6041,0.5248,0.2617,0.4008,0.0943
lao,ckb,0.05,12,42,0.0,6279,521,12.051823416506718,1.0,0.8487,0.8687,0.8136,0.8234,0.2407
lao,deu,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.6027,0.5805,0.5114,0.4988,0.3292
lao,fas,0.04,32,22,0.0,10000,521,19.19385796545105,1.0,0.6592,0.6256,0.5114,0.4996,0.2067
lao,fra,0.03,47,7,0.0,10000,521,19.19385796545105,1.0,0.6374,0.6143,0.4867,0.4973,0.3523
lao,hau,0.05,12,42,0.0095969289827255,1071,521,2.055662188099808,1.0,0.5265,0.5534,0.4646,0.5336,0.3719
lao,hin,0.07,2,52,0.0,10000,521,19.19385796545105,1.0,0.6627,0.6338,0.4867,0.5399,0.1228
lao,hun,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.6761,0.6329,0.4601,0.4928,0.3136
lao,ilo,0.05,12,42,0.0019193857965451,3549,521,6.811900191938579,1.0,0.6774,0.5826,0.3277,0.3532,0.0718
lao,ind,0.06,5,49,0.0,10000,521,19.19385796545105,1.0,0.4391,0.4339,0.2617,0.3987,0.1083
lao,ita,0.06,5,49,0.0,10000,521,19.19385796545105,1.0,0.6036,0.5945,0.427,0.441,0.333
lao,jav,0.04,32,22,0.0076775431861804,9243,521,17.74088291746641,1.0,0.425,0.4393,0.3729,0.4208,0.0808
lao,kaz,0.03,47,7,0.0,10000,521,19.19385796545105,1.0,0.8386,0.6737,0.5533,0.5,0.1862
lao,kin,0.03,47,7,0.0038387715930902,864,521,1.6583493282149713,1.0,0.6009,0.593,0.5829,0.4772,0.3171
lao,kir,0.04,32,22,0.0019193857965451,10000,521,19.19385796545105,1.0,0.7053,0.6731,0.5114,0.6088,0.1643
lao,kur,0.05,12,42,0.0115163147792706,4006,521,7.689059500959693,1.0,0.7175,0.6582,0.4646,0.5721,0.2406
lao,mar,0.06,5,49,0.0,10000,521,19.19385796545105,1.0,0.7185,0.6537,0.3862,0.4997,0.1205
lao,mlt,0.04,32,22,0.0038387715930902,1390,521,2.6679462571976966,1.0,0.6289,0.6204,0.427,0.4617,0.3339
lao,mya,0.03,47,7,0.0057581573896353,3282,521,6.299424184261037,1.0,0.6693,0.5946,0.2468,0.4425,0.0507
lao,msa,0.06,5,49,0.0,10000,521,19.19385796545105,1.0,0.5335,0.5277,0.427,0.4508,0.0606
lao,nld,0.04,32,22,0.0038387715930902,10000,521,19.19385796545105,1.0,0.6399,0.5955,0.4646,0.4711,0.342
lao,nya,0.05,12,42,0.0115163147792706,237,521,0.45489443378119,1.0,0.5907,0.5269,0.3333,0.2952,0.3217
lao,pan,0.05,12,42,0.0019193857965451,7902,521,15.166986564299425,1.0,0.6627,0.6241,0.409,0.5167,0.1344
lao,pol,0.04,32,22,0.0,10000,521,19.19385796545105,1.0,0.5947,0.5965,0.3729,0.4918,0.3137
lao,por,0.05,12,42,0.0019193857965451,10000,521,19.19385796545105,1.0,0.589,0.5796,0.409,0.4493,0.3726
lao,ron,0.04,32,22,0.0019193857965451,10000,521,19.19385796545105,1.0,0.5895,0.5714,0.4601,0.4772,0.3025
lao,rus,0.03,47,7,0.0,10000,521,19.19385796545105,1.0,0.6507,0.6603,0.4788,0.5567,0.1998
lao,sna,0.05,12,42,0.0134357005758157,592,521,1.1362763915547025,1.0,0.6424,0.6217,0.4601,0.5124,0.334
lao,som,0.05,12,42,0.0115163147792706,1246,521,2.3915547024952017,1.0,0.6203,0.6225,0.4867,0.5582,0.2555
lao,spa,0.04,32,22,0.0,10000,521,19.19385796545105,1.0,0.6023,0.6155,0.5096,0.5421,0.3679
lao,swa,0.04,32,22,0.0057581573896353,10000,521,19.19385796545105,1.0,0.6509,0.6078,0.409,0.4716,0.2977
lao,swe,0.06,5,49,0.0,10000,521,19.19385796545105,1.0,0.6362,0.6109,0.4601,0.5184,0.313
lao,tam,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.8048,0.6897,0.3729,0.5124,0.1157
lao,tel,0.05,12,42,0.0,5991,521,11.499040307101728,1.0,0.7684,0.6714,0.3277,0.5309,0.1122
lao,tgk,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.6133,0.5674,0.3918,0.4681,0.1725
lao,tgl,0.06,5,49,0.0076775431861804,10000,521,19.19385796545105,1.0,0.6496,0.5767,0.2617,0.4297,0.076
lao,tha,0.28,1,53,0.0,10000,521,19.19385796545105,0.0,0.3761,0.3646,0.0,0.3924,0.0193
lao,tir,0.02,53,1,0.0019193857965451,81,521,0.1554702495201535,1.0,0.6991,0.6373,0.5114,0.4997,0.2693
lao,tuk,0.05,12,42,0.0019193857965451,1152,521,2.2111324376199617,1.0,0.7352,0.6264,0.3277,0.384,0.199
lao,tur,0.05,12,42,0.0019193857965451,10000,521,19.19385796545105,1.0,0.704,0.6516,0.5096,0.5319,0.2805
lao,ukr,0.05,12,42,0.0,10000,521,19.19385796545105,1.0,0.6362,0.6127,0.427,0.466,0.3017
lao,uig,0.04,32,22,0.0,1167,521,2.2399232245681384,1.0,0.8158,0.6805,0.4788,0.4196,0.1551
lao,uzb,0.03,47,7,0.0,10000,521,19.19385796545105,1.0,0.7854,0.7024,0.4878,0.5745,0.1756
lao,vie,0.07,2,52,0.0,10000,521,19.19385796545105,1.0,0.4669,0.4741,0.2952,0.4626,0.0143
lao,xho,0.04,32,22,0.0076775431861804,218,521,0.418426103646833,1.0,0.6456,0.5843,0.3548,0.3824,0.3549
lao,yor,0.05,12,42,0.0115163147792706,7227,521,13.871401151631478,1.0,0.4892,0.4564,0.3862,0.3914,0.3902
lao,zul,0.04,32,22,0.0,462,521,0.8867562380038387,1.0,0.6356,0.6127,0.4646,0.4837,0.3392
mar,amh,0.24,6,48,0.0005,2028,10000,0.2028,1.0,0.5925,0.5445,0.319,0.466,0.1621
mar,ara,0.11,39,15,0.0,10000,10000,1.0,1.0,0.6824,0.6127,0.2871,0.4862,0.1423
mar,aze,0.14,31,23,0.0001,10000,10000,1.0,1.0,0.5338,0.5429,0.3433,0.6002,0.1549
mar,ben,0.37,3,51,0.0002,10000,10000,1.0,0.6936,0.3967,0.4222,0.4498,0.3908,0.0631
mar,cat,0.16,24,30,0.0,10000,10000,1.0,0.9176,0.6071,0.5607,0.2677,0.4488,0.2806
mar,ceb,0.09,44,10,0.0,10000,10000,1.0,1.0,0.7503,0.6641,0.2677,0.5195,0.2077
mar,ckb,0.21,14,40,0.0,6279,10000,0.6279,0.8003,0.7558,0.7716,0.7952,0.8391,0.1458
mar,deu,0.22,10,44,0.0,10000,10000,1.0,0.8934,0.5788,0.5705,0.4498,0.5522,0.2572
mar,fas,0.15,27,27,0.0,10000,10000,1.0,0.8003,0.597,0.5645,0.359,0.5342,0.1016
mar,fra,0.11,39,15,0.0,10000,10000,1.0,0.9248,0.622,0.5846,0.4196,0.5174,0.2834
mar,hau,0.17,22,32,0.0,1071,10000,0.1071,1.0,0.6383,0.6218,0.3918,0.5648,0.28
mar,hin,0.56,1,53,0.054,10000,10000,1.0,0.6936,0.5112,0.4826,0.4196,0.398,0.0324
mar,hun,0.21,14,40,0.0,10000,10000,1.0,1.0,0.5593,0.533,0.2677,0.4901,0.2374
mar,ilo,0.15,27,27,0.0004,3549,10000,0.3549,1.0,0.7169,0.6079,0.195,0.4571,0.1873
mar,ind,0.27,5,49,0.0,10000,10000,1.0,1.0,0.676,0.6142,0.3862,0.47,0.1828
mar,ita,0.23,8,46,0.0,10000,10000,1.0,0.9131,0.6192,0.591,0.195,0.5248,0.2545
mar,jav,0.21,14,40,0.0,9243,10000,0.9243,1.0,0.7042,0.6148,0.3862,0.409,0.1707
mar,kaz,0.11,39,15,0.0,10000,10000,1.0,1.0,0.7425,0.6949,0.6172,0.5797,0.116
mar,kin,0.07,46,8,0.0,864,10000,0.0864,1.0,0.7749,0.6911,0.6123,0.553,0.2195
mar,kir,0.22,10,44,0.0,10000,10000,1.0,1.0,0.5371,0.55,0.4498,0.5986,0.1094
mar,kur,0.24,6,48,0.0,4006,10000,0.4006,0.7837,0.6993,0.6307,0.3918,0.5819,0.1462
mar,lao,0.01,53,1,0.0,521,10000,0.0521,1.0,0.7185,0.6537,0.3862,0.4997,0.1205
mar,mlt,0.06,47,7,0.0,1390,10000,0.139,1.0,0.6107,0.5875,0.3433,0.5422,0.2479
mar,mya,0.03,49,5,0.0,3282,10000,0.3282,1.0,0.6096,0.5534,0.4498,0.4475,0.0754
mar,msa,0.2,17,37,0.0,10000,10000,1.0,1.0,0.73,0.6651,0.3433,0.5324,0.129
mar,nld,0.14,31,23,0.0,10000,10000,1.0,0.9131,0.5669,0.5534,0.3918,0.5625,0.2764
mar,nya,0.04,48,6,0.0,237,10000,0.0237,1.0,0.7818,0.667,0.3613,0.4697,0.2355
mar,pan,0.36,4,50,0.0,7902,10000,0.7902,0.6667,0.463,0.4287,0.319,0.3531,0.0555
mar,pol,0.15,27,27,0.0,10000,10000,1.0,0.8831,0.5358,0.55,0.2677,0.5464,0.2444
mar,por,0.13,34,20,0.0,10000,10000,1.0,0.9214,0.5966,0.5703,0.319,0.4726,0.3011
mar,ron,0.17,22,32,0.0002,10000,10000,1.0,0.9078,0.6127,0.5657,0.2677,0.4744,0.2247
mar,rus,0.03,49,5,0.0,10000,10000,1.0,0.8691,0.5502,0.562,0.2871,0.6018,0.1613
mar,sna,0.13,34,20,0.0,592,10000,0.0592,1.0,0.7429,0.6813,0.5587,0.5638,0.2504
mar,som,0.09,44,10,0.0,1246,10000,0.1246,1.0,0.5231,0.5031,0.4196,0.4513,0.1499
mar,spa,0.2,17,37,0.0,10000,10000,1.0,0.9248,0.6333,0.5961,0.3433,0.5499,0.2935
mar,swa,0.18,20,34,0.0005,10000,10000,1.0,1.0,0.7158,0.6606,0.5049,0.5469,0.2048
mar,swe,0.16,24,30,0.0,10000,10000,1.0,0.8934,0.5911,0.5835,0.3862,0.5352,0.2557
mar,tam,0.22,10,44,0.0,10000,10000,1.0,1.0,0.5338,0.468,0.3862,0.3687,0.0352
mar,tel,0.38,2,52,0.0,5991,10000,0.5991,1.0,0.497,0.4585,0.3433,0.3556,0.0112
mar,tgk,0.15,27,27,0.0,10000,10000,1.0,0.8245,0.7044,0.6303,0.2952,0.5266,0.0999
mar,tgl,0.16,24,30,0.0001,10000,10000,1.0,1.0,0.6433,0.5875,0.2677,0.4531,0.1917
mar,tha,0.11,39,15,0.0003,10000,10000,1.0,1.0,0.726,0.6268,0.3862,0.3767,0.1056
mar,tir,0.02,52,2,0.0,81,10000,0.0081,1.0,0.5841,0.5505,0.359,0.5354,0.1614
mar,tuk,0.19,19,35,0.0001,1152,10000,0.1152,1.0,0.5541,0.5148,0.3433,0.4328,0.111
mar,tur,0.22,10,44,0.0,10000,10000,1.0,1.0,0.577,0.5547,0.3433,0.5638,0.1925
mar,ukr,0.23,8,46,0.0,10000,10000,1.0,0.8831,0.5802,0.5614,0.195,0.5248,0.2263
mar,uig,0.12,37,17,0.0,1167,10000,0.1167,1.0,0.5981,0.5501,0.4097,0.5127,0.1168
mar,uzb,0.13,34,20,0.0,10000,10000,1.0,1.0,0.5891,0.5649,0.5049,0.5472,0.1065
mar,vie,0.14,31,23,0.0001,10000,10000,1.0,1.0,0.7665,0.6697,0.4745,0.5383,0.1285
mar,xho,0.03,49,5,0.0,218,10000,0.0218,1.0,0.7354,0.6512,0.4498,0.5351,0.2869
mar,yor,0.18,20,34,0.0005,7227,10000,0.7227,1.0,0.8009,0.6763,0.4097,0.4407,0.3018
mar,zul,0.12,37,17,0.0,462,10000,0.0462,1.0,0.725,0.664,0.4745,0.5774,0.2648
pan,amh,0.26,5,49,0.0,2028,7902,0.2566438876233864,1.0,0.5947,0.5548,0.3578,0.5241,0.1698
pan,ara,0.05,44,10,0.0,10000,7902,1.2655024044545684,1.0,0.6349,0.5718,0.319,0.5366,0.1254
pan,aze,0.16,14,40,0.0,10000,7902,1.2655024044545684,1.0,0.5127,0.5246,0.3695,0.5604,0.1174
pan,ben,0.29,4,50,0.0,10000,7902,1.2655024044545684,0.6936,0.4948,0.4398,0.3021,0.3369,0.0644
pan,cat,0.12,26,28,0.0001265502404454,10000,7902,1.2655024044545684,0.9176,0.5547,0.5187,0.1789,0.4574,0.2506
pan,ceb,0.05,44,10,0.0,10000,7902,1.2655024044545684,1.0,0.6929,0.6324,0.3141,0.5457,0.2201
pan,ckb,0.16,14,40,0.0,6279,7902,0.7946089597570235,0.8003,0.7917,0.8047,0.8211,0.8576,0.1157
pan,deu,0.14,19,35,0.0,10000,7902,1.2655024044545684,0.8934,0.5703,0.5474,0.3931,0.5228,0.2217
pan,fas,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.8003,0.5451,0.5332,0.3931,0.5479,0.0815
pan,fra,0.09,36,18,0.0,10000,7902,1.2655024044545684,0.9248,0.6318,0.5554,0.2851,0.4609,0.2494
pan,hau,0.18,8,46,0.0001265502404454,1071,7902,0.1355353075170842,1.0,0.6079,0.5881,0.4225,0.562,0.2755
pan,hin,0.49,1,53,0.0,10000,7902,1.2655024044545684,0.6936,0.4045,0.3947,0.2851,0.3253,0.0237
pan,hun,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.5354,0.5164,0.3141,0.4758,0.2021
pan,ilo,0.07,41,13,0.0001265502404454,3549,7902,0.4491268033409263,1.0,0.6276,0.5695,0.2566,0.4987,0.193
pan,ind,0.2,7,47,0.0,10000,7902,1.2655024044545684,1.0,0.6135,0.5689,0.3141,0.4715,0.2173
pan,ita,0.15,16,38,0.0,10000,7902,1.2655024044545684,0.9131,0.5454,0.5407,0.2566,0.5192,0.2231
pan,jav,0.12,26,28,0.0001265502404454,9243,7902,1.1697038724373576,1.0,0.662,0.5783,0.409,0.3915,0.1999
pan,kaz,0.11,31,23,0.0,10000,7902,1.2655024044545684,1.0,0.7613,0.71,0.5741,0.6119,0.0651
pan,kin,0.03,49,5,0.0001265502404454,864,7902,0.1093394077448747,1.0,0.6789,0.6248,0.5335,0.5311,0.2349
pan,kir,0.17,10,44,0.0,10000,7902,1.2655024044545684,1.0,0.55,0.5281,0.3931,0.5306,0.055
pan,kur,0.15,16,38,0.0001265502404454,4006,7902,0.5069602632245002,0.7837,0.6751,0.5962,0.3418,0.5465,0.1155
pan,lao,0.01,53,1,0.0001265502404454,521,7902,0.065932675272083,1.0,0.6627,0.6241,0.409,0.5167,0.1344
pan,mar,0.35,3,51,0.0,10000,7902,1.2655024044545684,0.6667,0.463,0.4287,0.319,0.3531,0.0555
pan,mlt,0.08,37,17,0.0001265502404454,1390,7902,0.175904834219185,1.0,0.566,0.5515,0.3695,0.5681,0.2224
pan,mya,0.03,49,5,0.0,3282,7902,0.4153378891419894,1.0,0.6402,0.5677,0.3931,0.4423,0.0859
pan,msa,0.18,8,46,0.0,10000,7902,1.2655024044545684,1.0,0.7032,0.6294,0.2566,0.509,0.1628
pan,nld,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.9131,0.5923,0.5366,0.3418,0.4873,0.2397
pan,nya,0.04,47,7,0.0001265502404454,237,7902,0.0299924069855732,1.0,0.7184,0.6334,0.47,0.4843,0.2618
pan,pol,0.12,26,28,0.0,10000,7902,1.2655024044545684,0.8831,0.5174,0.5185,0.1789,0.5412,0.2059
pan,por,0.07,41,13,0.0,10000,7902,1.2655024044545684,0.9214,0.5216,0.5042,0.0,0.4629,0.2713
pan,ron,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.9078,0.5811,0.5509,0.3141,0.5311,0.1891
pan,rus,0.05,44,10,0.0,10000,7902,1.2655024044545684,0.8691,0.5564,0.5567,0.319,0.5856,0.1086
pan,sna,0.14,19,35,0.0001265502404454,592,7902,0.0749177423437104,1.0,0.7004,0.618,0.4878,0.5169,0.276
pan,som,0.04,47,7,0.0001265502404454,1246,7902,0.1576815995950392,1.0,0.5318,0.497,0.4477,0.4674,0.1703
pan,spa,0.15,16,38,0.0,10000,7902,1.2655024044545684,0.9248,0.5772,0.5508,0.3695,0.5577,0.2647
pan,swa,0.08,37,17,0.0,10000,7902,1.2655024044545684,1.0,0.6401,0.5881,0.4413,0.5008,0.2304
pan,swe,0.1,32,22,0.0,10000,7902,1.2655024044545684,0.8934,0.6139,0.5756,0.3141,0.5228,0.2132
pan,tam,0.21,6,48,0.0,10000,7902,1.2655024044545684,1.0,0.561,0.4907,0.3141,0.4131,0.0896
pan,tel,0.46,2,52,0.0,5991,7902,0.758162490508732,1.0,0.5287,0.4478,0.2566,0.2687,0.0633
pan,tgk,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.8245,0.6996,0.6578,0.4259,0.5899,0.0483
pan,tgl,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.6219,0.5716,0.3141,0.4781,0.1993
pan,tha,0.07,41,13,0.0001265502404454,10000,7902,1.2655024044545684,1.0,0.6749,0.6032,0.409,0.4365,0.1259
pan,tir,0.02,52,2,0.0,81,7902,0.010250569476082,1.0,0.5831,0.5676,0.3931,0.5825,0.1638
pan,tuk,0.17,10,44,0.0,1152,7902,0.1457858769931662,1.0,0.5906,0.5457,0.2566,0.4948,0.0703
pan,tur,0.13,21,33,0.0,10000,7902,1.2655024044545684,1.0,0.5909,0.5552,0.3695,0.548,0.161
pan,ukr,0.17,10,44,0.0,10000,7902,1.2655024044545684,0.8831,0.5633,0.5238,0.2566,0.5008,0.1892
pan,uig,0.12,26,28,0.0,1167,7902,0.1476841305998481,1.0,0.6442,0.5833,0.4208,0.5577,0.0639
pan,uzb,0.17,10,44,0.0,10000,7902,1.2655024044545684,1.0,0.5697,0.5668,0.4413,0.5762,0.0543
pan,vie,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.7207,0.6301,0.4225,0.4699,0.1371
pan,xho,0.03,49,5,0.0001265502404454,218,7902,0.0275879524171095,1.0,0.6806,0.5912,0.3931,0.5008,0.3171
pan,yor,0.08,37,17,0.0001265502404454,7227,7902,0.9145785876993168,1.0,0.7115,0.6334,0.4208,0.4832,0.299
pan,zul,0.12,26,28,0.0,462,7902,0.058466211085801,1.0,0.6762,0.6232,0.4918,0.5342,0.2948
tel,amh,0.22,6,48,0.00016691704223,2028,5991,0.3385077616424637,1.0,0.555,0.5335,0.3695,0.5211,0.1701
tel,ara,0.06,45,9,0.0,10000,5991,1.669170422300117,1.0,0.7163,0.633,0.3433,0.5499,0.1526
tel,aze,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.5303,0.5185,0.39,0.5727,0.1652
tel,ben,0.3,5,49,0.0,10000,5991,1.669170422300117,1.0,0.4976,0.4134,0.3064,0.3198,0.0594
tel,cat,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.6534,0.575,0.1864,0.4565,0.2897
tel,ceb,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.7661,0.6591,0.3277,0.5587,0.1993
tel,ckb,0.18,9,45,0.00016691704223,6279,5991,1.0480721081622433,1.0,0.7686,0.8031,0.805,0.8611,0.1564
tel,deu,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.6337,0.5682,0.4034,0.5367,0.2665
tel,fas,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.6504,0.5881,0.4034,0.5447,0.1124
tel,fra,0.09,39,15,0.0,10000,5991,1.669170422300117,1.0,0.7358,0.6021,0.3776,0.4777,0.2924
tel,hau,0.16,15,39,0.0,1071,5991,0.1787681522283425,1.0,0.7098,0.6322,0.432,0.5594,0.2877
tel,hin,0.47,1,53,0.0,10000,5991,1.669170422300117,1.0,0.5738,0.4719,0.3776,0.3131,0.0399
tel,hun,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.5982,0.5389,0.3277,0.4744,0.247
tel,ilo,0.13,29,25,0.00016691704223,3549,5991,0.5923885828743115,1.0,0.7187,0.6031,0.2736,0.496,0.1798
tel,ind,0.19,7,47,0.0,10000,5991,1.669170422300117,1.0,0.7349,0.6236,0.1864,0.4878,0.1726
tel,ita,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.6368,0.5791,0.2736,0.5157,0.264
tel,jav,0.18,9,45,0.00016691704223,9243,5991,1.542814221331998,1.0,0.7639,0.6194,0.427,0.4304,0.1607
tel,kaz,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.7344,0.6916,0.529,0.6224,0.1251
tel,kin,0.05,47,7,0.0,864,5991,0.1442163244867301,1.0,0.768,0.6328,0.4816,0.5114,0.2254
tel,kir,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.4897,0.4931,0.4034,0.5442,0.1168
tel,kur,0.17,12,42,0.0,4006,5991,0.6686696711734268,1.0,0.6767,0.5908,0.3455,0.5743,0.1567
tel,lao,0.01,52,2,0.0,521,5991,0.086963779001836,1.0,0.7684,0.6714,0.3277,0.5309,0.1122
tel,mar,0.36,3,51,0.0,10000,5991,1.669170422300117,1.0,0.497,0.4585,0.3433,0.3556,0.0112
tel,mlt,0.08,40,14,0.0,1390,5991,0.2320146886997162,1.0,0.6554,0.5994,0.2736,0.5629,0.2574
tel,mya,0.01,52,2,0.0,3282,5991,0.5478217325988983,1.0,0.5963,0.5265,0.3064,0.4426,0.0688
tel,msa,0.19,7,47,0.0,10000,5991,1.669170422300117,1.0,0.7598,0.6551,0.2736,0.5235,0.1185
tel,nld,0.11,35,19,0.0,10000,5991,1.669170422300117,1.0,0.6473,0.5827,0.3455,0.518,0.2854
tel,nya,0.03,49,5,0.0,237,5991,0.0395593390085127,1.0,0.8118,0.6557,0.4054,0.5,0.2388
tel,pan,0.44,2,52,0.0,7902,5991,1.3189784677015524,1.0,0.5287,0.4478,0.2566,0.2687,0.0633
tel,pol,0.13,29,25,0.0,10000,5991,1.669170422300117,1.0,0.5915,0.5748,0.1864,0.5379,0.2537
tel,por,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.6243,0.5552,0.2566,0.4797,0.31
tel,ron,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.6774,0.584,0.3277,0.5114,0.2344
tel,rus,0.04,48,6,0.0,10000,5991,1.669170422300117,1.0,0.624,0.5908,0.3433,0.5801,0.1684
tel,sna,0.15,21,33,0.0,592,5991,0.0988148890001669,1.0,0.7461,0.6413,0.427,0.5311,0.2535
tel,som,0.06,45,9,0.0,1246,5991,0.2079786346185945,1.0,0.6082,0.5415,0.4565,0.4681,0.1559
tel,spa,0.18,9,45,0.0,10000,5991,1.669170422300117,1.0,0.6777,0.6071,0.39,0.5702,0.3025
tel,swa,0.12,32,22,0.00016691704223,10000,5991,1.669170422300117,1.0,0.7068,0.6228,0.3695,0.5311,0.2088
tel,swe,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.6634,0.5862,0.3277,0.4904,0.2644
tel,tam,0.33,4,50,0.00016691704223,10000,5991,1.669170422300117,0.8831,0.3778,0.3975,0.1864,0.4327,0.0271
tel,tgk,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.695,0.6424,0.3498,0.6012,0.1089
tel,tgl,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.6848,0.5943,0.3277,0.4763,0.1839
tel,tha,0.07,44,10,0.0,10000,5991,1.669170422300117,1.0,0.7616,0.6305,0.3277,0.4364,0.0966
tel,tir,0.02,51,3,0.0,81,5991,0.0135202804206309,1.0,0.5565,0.5313,0.4034,0.5796,0.17
tel,tuk,0.16,15,39,0.00016691704223,1152,5991,0.1922884326489734,1.0,0.4956,0.4753,0.0,0.5099,0.1214
